epoch,loss
198,0.01850235466918093
199,0.014291791660070885
200,0.0167400747523061
201,0.02045286579595995
202,0.014245772879803553
203,0.017862999160570325
204,0.017185838074510684
205,0.01772596870432608
206,0.0163321819381963
207,0.020252724636520725
208,0.013452035793307004
209,0.024692445927939843
210,0.027651740641886136
211,0.01274241605278803
212,0.011873121940880083
213,0.01536009364281199
214,0.018384532486379612
215,0.024068950937362388
216,0.016639496956486255
217,0.019898147162166424
218,0.02744236775470199
219,0.020317074409831548
220,0.023029844527627574
221,0.013879860929591814
222,0.01271728551000706
223,0.015365370869403705
224,0.014657575819001067
225,0.012006999069853919
226,0.018420347343635513
227,0.6907661272925907
228,1.3445303947664797
229,0.7557320099440403
230,0.3904477850883268
231,0.34473647020058706
232,0.36290378813282587
233,0.273672415089095
234,0.22160627057019155
235,0.1461664297967218
236,0.13862454406626057
237,0.163541558678844
238,0.1472884964023251
239,0.19198687105381396
240,0.1466807539400179
241,0.18627271548029967
242,0.34177420973719563
243,0.1880788678972749
244,0.3264732575189555
245,0.1338680861517787
246,0.11594530809816206
247,0.17877531466365326
248,0.1286704667727463
249,0.15818670619046316
250,0.3402228867635131
251,0.18037459670449607
252,0.13169344449124765
253,0.05922146166267339
254,0.09581554106989643
255,0.06541209268470993
256,0.019427740277023986
257,0.01472268743236782
258,0.013415486195299309
259,0.013026348136918386
260,0.011952846452913946
261,0.012893425915535772
262,0.012333718659647275
263,0.011371957672963617
264,0.012708685873803915
265,0.014748172179679386
266,0.010772016819828423
267,0.010726192598667694
268,0.014953670932300156
269,0.015104309117305093
270,0.016334777432348346
271,0.013625018618768081
272,0.011509322248457465
273,0.01472201699289144
274,0.015373674039437901
275,0.012656679722567787
276,0.014109293868386885
277,0.018561250661150552
278,0.014573281747289002
279,0.01507843790386687
280,0.021202657888352405
281,0.013377045557717793
282,0.010498617859411752
283,0.9213789440182154
284,0.700740892381873
285,0.3752559366112109
286,0.2898207910184283
287,0.17279735779447947
288,0.26548551869927905
289,0.15767547274299432
290,0.22705064095498528
291,0.10730003107164521
292,0.2578249755897559
293,0.27587472609593533
294,0.18179431749740615
295,0.07366395110148005
296,0.06105069491604809
297,0.1878862642479362
298,0.11765079534961842
299,0.15258843536139466
300,0.12069423017965164
301,0.12581826208042912
302,0.46112491749227047
303,0.1833000040060142
304,0.06307712090347195
305,0.08579294844821561
306,0.2878062962117838
307,0.16490708154742606
308,0.2623442265758058
309,0.08436582563444972
310,0.2451619129133178
311,0.1739531696366612
312,0.19422041771758813
313,0.0875332484865794
314,0.05999379096465418
315,0.03178550423035631
316,0.02458852163545089
317,0.11174273433425697
318,0.04518817232019501
319,0.1415647933172295
320,0.24537713333847933
321,0.14011160145309987
322,0.40374417562270537
323,0.3173554253880866
324,0.18140294318436645
325,0.08566109377716202
326,0.1289363903561025
327,0.04269487335841404
328,0.03028317757707555
329,0.23788404098013416
330,0.10609716462931829
331,0.08569556301517878
332,0.03194757270102855
333,0.017667938071099343
334,0.01455621539207641
335,0.013562417265347904
336,0.013390197218541289
337,0.01270974095314159
338,0.012636980169190792
339,0.01294140591926407
340,0.011284915559372166
341,0.012823609748011222
342,0.011905548599315807
343,0.013502654219337273
344,0.018160886313125957
345,0.011278453184786486
346,0.011676671991153853
347,0.01357988542804378
348,0.014334026007418288
349,0.015206567190034548
350,0.019343181120348163
351,0.013351324538234621
352,0.012053887257934548
353,0.01407479834597325
354,0.01047931615903508
355,0.012262282707524719
356,0.012969498511665734
357,0.02978772630012827
358,0.011044511276850244
359,0.01120199460274307
360,0.012441447528544813
361,0.010257798079692293
362,0.012809523548639845
363,0.022072846859373385
364,0.01756557749467902
365,0.014592016654205509
366,0.016625271364318905
367,0.012488549189583864
368,1.120170300371683
369,0.9350941375014372
370,0.5091540749999695
371,0.4272985697898548
372,0.3491297244618181
373,0.2085284107888583
374,0.04987893148063449
375,0.026653100583644118
376,0.018024432109086774
377,0.014572311658412218
378,0.013786679235636257
379,0.012331615667790174
380,0.010529379062063526
381,0.01028123441938078
382,0.01019766417084611
383,0.009844286181760253
384,0.009976495690352749
385,0.00951617349346634
386,0.009269550522731151
387,0.010412035437184386
388,0.009778144401934696
389,0.010603843522403622
390,0.012202791254821932
391,0.012913271075376542
392,0.012071939439920243
393,0.010404189244582085
394,0.011036086481908569
395,0.010357466806453886
396,0.008483793557388708
397,0.017433037057344336
398,0.01233078559016576
399,0.0087580164145038
